AGCNr,Name,RAdeg_HI,DECdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,sigW,W20,HIflux,sigflux,SNR,RMS,Dist,sigDist,logMH,siglogMH,HIcode
191773,FGC0953.,147.50166,5.51917,147.49249,5.52028,7288,176,7,190,1.15,0.07,8.5,2.28,108.9,2.1,9.51,0.05,1
190543,N3019...,147.52292,12.73695,147.52957,12.74583,8905,287,2,341,2.41,0.11,12.9,2.47,131.8,2.3,9.99,0.05,1
5271,N3020...,147.53415,12.80917,147.52792,12.81278,1439,215,2,231,38.24,0.09,246.6,2.36,21.7,4.6,9.63,0.19,1
5274,092-055.,147.54459,16.28611,147.54749,16.28611,5903,137,3,161,3.46,0.06,36.4,1.81,88.8,2.2,9.81,0.05,1
192954,........,147.56207,4.19917,147.56,4.19889,6041,195,15,206,1.21,0.08,8.0,2.4,91.1,2.3,9.37,0.06,1
191879,........,147.56583,9.73111,147.56291,9.73472,6342,112,28,168,0.95,0.06,10.5,1.91,95.3,2.3,9.31,0.06,1
192629,........,147.58875,7.90528,147.5925,7.90528,5391,91,9,114,1.09,0.05,13.2,1.93,79.5,2.4,9.21,0.05,1
5275,N3024...,147.60249,12.775,147.61334,12.76528,1419,245,3,266,31.52,0.09,203.9,2.21,22.9,4.2,9.59,0.17,1
191357,007-045.,147.61082,1.58056,147.60791,1.58222,7496,136,4,153,2.9,0.08,20.2,2.74,112.0,2.3,9.93,0.05,1
192054,........,147.62874,10.28944,147.62708,10.28889,10253,207,7,226,1.78,0.07,14.5,1.9,151.2,2.3,9.98,0.05,1
193110,........,147.63541,3.83889,147.63791,3.82667,9308,112,6,136,1.42,0.08,11.1,2.7,137.8,2.3,9.8,0.05,1
193111,........,147.64,3.54556,147.64333,3.54111,7244,180,8,210,1.6,0.08,11.4,2.33,108.3,2.1,9.65,0.05,1
193954,........,147.6675,12.62,147.66832,12.61639,10660,241,5,255,2.53,0.09,15.1,2.41,156.9,2.3,10.17,0.05,1
191881,........,147.67375,8.72,147.67667,8.73167,2827,124,7,141,1.03,0.07,8.4,2.45,43.3,2.3,8.66,0.07,1
191882,........,147.68416,9.94278,147.67999,9.95111,2977,105,7,128,0.81,0.05,9.8,1.79,45.4,2.5,8.6,0.07,1
193836,........,147.72501,10.17556,147.71666,10.17333,3807,40,8,66,0.37,0.04,6.8,1.9,57.3,2.3,8.46,0.07,1
192057,........,147.74249,10.80306,147.745,10.80139,3153,106,9,131,1.58,0.07,15.3,2.23,48.0,2.6,8.93,0.07,1
5284,........,147.74333,4.27333,147.74625,4.27306,5067,185,2,193,2.47,0.08,17.0,2.38,75.1,2.3,9.52,0.05,1
193925,........,147.75417,12.10056,147.75751,12.12278,14349,195,7,217,1.33,0.1,7.4,2.86,209.6,2.3,10.14,0.06,1
198598,........,147.76292,16.89944,147.76416,16.90306,3775,29,6,42,0.38,0.04,6.7,2.29,56.6,2.2,8.46,0.07,1
5286,063-085.,147.77667,9.00611,147.77542,9.00806,5199,318,2,332,10.57,0.1,58.9,2.25,72.8,13.5,10.12,0.17,1
190790,035-067.,147.79834,4.095,147.79918,4.09722,9279,64,3,85,1.53,0.05,17.9,2.36,137.4,2.3,9.83,0.05,1
5285,I.568...,147.80251,15.7275,147.785,15.73,8681,366,35,400,2.93,0.12,13.8,2.48,128.6,2.3,10.06,0.05,1
5288,035-069.,147.82251,7.82083,147.82085,7.82833,557,93,2,105,22.09,0.07,199.6,2.55,11.4,1.1,8.83,0.1,1
198549,........,147.8271,3.2375,147.82333,3.2375,10275,157,44,177,0.9,0.08,6.5,2.47,151.6,2.3,9.69,0.06,1
193817,........,147.83376,15.67861,147.83084,15.68722,12150,386,25,420,1.62,0.11,8.6,2.16,178.1,2.4,10.08,0.05,1
193530,........,147.85959,1.93639,147.86002,1.93056,7452,165,25,198,1.69,0.09,11.5,2.55,111.3,2.2,9.69,0.05,1
718154,........,147.87709,17.25444,147.87541,17.25917,8554,256,38,265,1.18,0.18,6.9,2.38,126.7,2.2,9.65,0.08,1
739101,........,147.88208,16.44444,147.87668,16.44639,15232,146,56,173,0.74,0.06,6.7,2.04,222.1,2.2,9.93,0.06,1
193720,........,147.89668,0.43278,147.89709,0.43472,6163,166,5,190,2.08,0.1,12.3,2.93,92.9,2.3,9.63,0.05,1
190551,063-087.,147.91542,14.0375,147.91875,14.03778,2883,129,6,156,1.3,0.07,11.3,2.26,44.0,2.3,8.77,0.07,1
193721,........,147.91667,0.37278,147.91125,0.36944,1900,63,3,76,2.08,0.06,20.3,2.86,29.5,2.4,8.63,0.08,1
191906,........,147.91959,11.29972,147.91542,11.30194,3199,119,3,140,1.62,0.07,14.0,2.37,48.6,2.1,8.96,0.06,1
190553,DDO.65..,147.93251,1.45111,147.93376,1.44861,1847,80,2,97,6.41,0.07,56.7,2.8,28.8,2.2,9.1,0.08,1
191365,092-059.,147.98001,14.93056,147.97375,14.9325,5925,195,5,216,2.18,0.06,20.1,1.73,89.2,2.3,9.61,0.05,1
192183,........,147.98042,11.14778,147.98001,11.14194,8110,85,7,114,1.5,0.07,14.6,2.48,120.5,2.2,9.71,0.05,1
718158,........,148.01416,17.84222,148.01709,17.83222,15035,294,8,318,1.58,0.1,9.1,2.25,219.3,2.2,10.25,0.05,1
191368,035-073.,148.03792,4.25139,148.03459,4.25222,8890,179,7,210,2.28,0.09,14.2,2.67,131.8,2.3,9.97,0.05,1
718161,........,148.05667,17.59583,148.05292,17.59333,8455,222,3,235,2.07,0.09,12.6,2.46,125.3,2.5,9.88,0.05,1
192185,........,148.07751,11.78667,148.07625,11.78722,14365,224,7,233,0.83,0.07,6.4,1.92,209.9,2.3,9.94,0.06,1
193354,........,148.09709,2.18278,148.10417,2.18111,5093,107,26,133,1.0,0.07,8.3,2.58,75.5,2.3,9.13,0.06,1
198520,........,148.11874,0.98694,148.11624,0.97806,2977,144,4,161,2.37,0.1,12.5,3.53,45.5,2.3,9.06,0.07,1
5297,N3039...,148.11874,2.15472,148.12375,2.15389,4991,424,9,442,2.99,0.13,12.0,2.63,74.1,2.3,9.59,0.05,1
191372,035-074.,148.125,4.84528,148.1275,4.84611,13110,169,8,202,2.19,0.08,15.8,2.39,192.1,2.3,10.28,0.05,1
191885,........,148.13335,8.19639,148.14626,8.19917,2711,135,6,150,1.61,0.09,11.4,2.7,41.6,2.2,8.82,0.07,1
193356,........,148.16626,2.13306,148.1725,2.13278,3519,86,10,96,0.63,0.06,5.5,2.73,53.5,2.5,8.63,0.07,1
190560,063-093.,148.17375,14.21361,148.175,14.21361,7978,218,20,251,0.97,0.08,7.3,2.03,118.6,2.3,9.51,0.06,1
193727,........,148.20041,0.20333,148.20084,0.19583,3783,117,22,138,1.19,0.09,7.9,3.12,57.4,2.4,8.97,0.07,1
193819,........,148.21042,15.82917,148.21042,15.82639,5916,33,2,50,1.19,0.06,19.2,2.34,89.1,2.2,9.35,0.05,1
718170,........,148.21292,17.31444,148.20958,17.31556,10765,69,12,78,0.49,0.05,5.6,2.34,158.3,2.4,9.46,0.06,1
191817,F709-9..,148.24751,8.02917,148.2446,8.02806,2641,124,2,138,4.12,0.05,46.0,1.79,40.6,2.3,9.2,0.07,1
192418,........,148.24959,9.31944,148.24501,9.31806,10436,39,4,62,0.97,0.05,14.6,2.31,153.8,2.3,9.73,0.05,1
191818,F709-10.,148.25168,7.78139,148.25917,7.78972,2595,25,7,41,0.36,0.04,6.8,2.25,39.9,2.4,8.13,0.08,1
198457,........,148.2525,7.25639,148.24792,7.25611,6457,117,12,147,0.72,0.06,6.5,2.26,97.0,2.3,9.2,0.06,1
193820,........,148.27666,13.95,148.27583,13.94833,7251,111,10,156,1.35,0.07,13.2,2.16,108.2,2.2,9.57,0.05,1
192061,........,148.27708,10.80833,148.27374,10.81083,16885,234,45,282,1.16,0.09,7.2,2.34,245.9,2.2,10.22,0.06,1
5303,N3041...,148.27834,16.685,148.28,16.67722,1411,276,2,291,17.57,0.09,112.8,2.09,25.1,5.2,9.42,0.18,1
5304,035-076a,148.28833,7.86056,148.28667,7.86639,12272,326,12,370,3.93,0.11,20.5,2.38,180.1,2.2,10.48,0.05,1
191603,007-055.,148.32126,1.96917,148.31999,1.97722,6324,104,9,117,0.85,0.07,6.7,2.76,95.2,2.4,9.26,0.06,1
5308,035-078.,148.36,7.86278,148.35875,7.86472,5359,62,3,88,3.67,0.07,44.1,2.34,79.0,2.3,9.73,0.05,1
192525,........,148.38333,8.50833,148.37375,8.51278,10740,227,7,248,1.69,0.09,10.3,2.44,158.2,2.3,10.0,0.05,1
190576,063-096.,148.41124,9.55167,148.40916,9.5475,12009,158,7,199,2.56,0.08,18.9,2.41,176.3,2.2,10.27,0.05,1
190575,063-095.,148.41251,12.13556,148.40416,12.12917,9059,342,6,357,1.5,0.11,7.6,2.39,134.1,2.4,9.8,0.06,1
5311,N3044...,148.42584,1.57806,148.42041,1.57917,1290,320,2,347,50.0,0.14,204.6,3.05,20.2,3.8,9.68,0.17,1
5312,035-080.,148.43416,2.37194,148.4325,2.37417,6271,335,8,360,4.52,0.13,19.6,2.81,94.5,2.4,9.98,0.05,1
191605,........,148.44209,0.5,148.44292,0.49417,6243,151,6,176,1.9,0.09,12.9,2.68,94.1,2.2,9.6,0.05,1
198587,092-069.,148.46167,17.11778,148.45958,17.11083,8461,402,17,454,3.84,0.11,19.0,2.25,125.4,2.3,10.15,0.05,1
5314,063-099.,148.46542,8.88111,148.46292,8.8775,6410,283,5,307,2.11,0.09,12.8,2.19,96.3,2.3,9.66,0.05,1
192254,........,148.47792,12.51194,148.47292,12.51306,8986,154,6,170,0.91,0.07,7.5,2.19,133.0,2.2,9.58,0.06,1
193362,........,148.49126,2.00861,148.49666,2.00472,1753,33,2,48,1.78,0.05,24.2,2.77,27.4,2.4,8.5,0.09,1
193363,........,148.4975,2.87472,148.4975,2.86917,1746,87,2,97,1.47,0.06,13.3,2.65,27.4,2.2,8.41,0.08,1
193987,........,148.53374,10.61111,148.53333,10.60722,12083,240,22,255,1.06,0.09,6.7,2.28,177.3,2.2,9.9,0.06,1
191383,035-083.,148.54749,2.28917,148.54459,2.28694,7367,64,3,79,3.25,0.07,31.9,2.81,110.1,2.2,9.97,0.05,1
191382,035-082.,148.5504,7.13972,148.54832,7.1275,12259,310,11,351,2.02,0.1,10.9,2.36,179.9,2.2,10.19,0.05,1
191384,007-058.,148.5529,0.63806,148.56,0.6375,10402,230,9,261,3.49,0.11,17.2,3.0,153.5,2.2,10.29,0.05,1
192083,........,148.5575,10.25278,148.56708,10.22861,11871,128,11,151,0.64,0.07,6.2,2.03,174.3,2.2,9.66,0.07,1
198550,........,148.55957,2.47722,148.55916,2.47972,7285,215,43,223,1.04,0.09,6.2,2.58,109.0,2.3,9.46,0.06,1
192644,........,148.57166,7.20639,148.57291,7.20778,9136,255,5,274,1.92,0.09,12.0,2.23,135.3,2.3,9.92,0.05,1
191795,........,148.61957,1.93444,148.61667,1.93028,1811,110,5,138,5.98,0.08,44.8,2.83,28.3,2.2,9.05,0.08,1
192423,........,148.63042,9.85472,148.62708,9.87,1488,40,16,84,0.47,0.05,7.2,2.24,23.8,2.3,7.8,0.1,1
192959,........,148.64499,4.38083,148.64874,4.38556,1774,77,3,92,1.05,0.05,12.5,2.11,27.8,2.3,8.28,0.09,1
193367,........,148.68416,2.82833,148.67499,2.82556,9217,86,7,97,0.8,0.06,7.1,2.71,136.6,2.3,9.55,0.06,1
193548,........,148.68542,1.62694,148.68748,1.60944,1953,100,7,114,0.79,0.07,6.7,2.64,30.3,2.2,8.23,0.09,1
5324,063-102.,148.69124,13.37583,148.6925,13.37417,5957,218,2,236,4.21,0.09,28.9,2.2,89.7,2.2,9.9,0.05,1
192648,035-085.,148.69499,7.00778,148.68958,7.0,5324,175,15,210,1.48,0.08,10.4,2.38,78.6,2.3,9.33,0.06,1
5325,N3049...,148.70833,9.27167,148.70708,9.27111,1497,203,2,219,13.59,0.1,80.0,2.66,19.3,3.8,9.08,0.18,1
193821,........,148.71748,14.48528,148.72374,14.48639,12557,117,6,125,0.61,0.05,7.3,1.74,184.0,2.3,9.69,0.06,1
191385,N3048a..,148.72166,16.45417,148.735,16.45639,10010,264,40,306,3.02,0.08,20.8,2.0,147.5,2.2,10.19,0.05,1
192192,........,148.73624,11.47139,148.72501,11.47389,14653,234,7,260,1.16,0.09,7.6,2.21,214.0,2.3,10.1,0.06,1
192649,........,148.77,7.49722,148.76875,7.50111,9103,159,9,172,0.88,0.08,7.0,2.23,134.8,2.3,9.58,0.06,1
190715,FGC113A.,148.77917,13.52222,148.78751,13.53306,7527,183,11,199,0.8,0.07,6.6,1.98,112.2,2.2,9.38,0.06,1
190595,I.576...,148.78,11.045,148.77917,11.03944,12066,220,12,268,2.04,0.1,12.1,2.53,177.1,2.4,10.18,0.05,1
190594,092-072.,148.79666,14.29889,148.78543,14.29167,7331,327,13,354,1.87,0.1,9.9,2.34,109.3,2.4,9.72,0.05,1
5328,N3055...,148.82458,4.27056,148.82501,4.27,1821,266,2,288,12.31,0.09,74.2,2.27,27.4,5.3,9.34,0.17,1
715608,........,148.8475,2.56778,148.845,2.57056,9445,165,22,175,0.97,0.08,6.5,2.58,139.8,2.3,9.65,0.06,1
192763,........,148.84709,6.33,148.85583,6.33528,5378,146,24,162,0.73,0.07,6.3,2.14,79.3,2.3,9.03,0.07,1
739116,........,148.85376,17.05639,148.87042,17.05861,8527,182,31,189,1.07,0.08,7.5,2.36,126.3,2.3,9.6,0.06,1
190600,063-105.,148.87668,8.38667,148.87376,8.39083,1281,101,5,142,3.15,0.08,25.3,2.75,20.7,2.4,8.5,0.11,1
5329,N3053...,148.89125,16.43528,148.89001,16.43278,3729,401,3,420,4.31,0.09,24.6,1.95,60.3,12.1,9.57,0.18,1
192960,........,148.90875,4.48,148.9075,4.47667,1942,61,9,88,0.82,0.06,9.2,2.51,30.3,2.4,8.25,0.09,1
5332,M+326001,148.94958,16.41556,148.95125,16.41389,797,62,2,78,4.01,0.04,58.9,1.91,12.3,2.3,8.15,0.17,1
739118,........,148.96333,16.69917,148.96667,16.69444,11732,357,46,362,1.49,0.11,7.4,2.39,172.1,2.2,10.02,0.06,1
5334,I.577...,149.00917,10.51444,149.01707,10.49806,9037,285,16,313,1.47,0.12,7.4,2.64,133.8,2.3,9.79,0.06,1
739121,........,149.01457,16.2375,149.01707,16.24083,10017,88,22,99,0.57,0.05,6.3,2.14,147.7,2.2,9.47,0.06,1
193822,........,149.01707,16.01222,149.01625,16.01278,8152,44,13,69,0.58,0.05,7.8,2.45,121.0,2.2,9.3,0.06,1
190856,F637-01.,149.01625,16.52,149.02542,16.51583,3719,131,8,151,1.26,0.05,13.3,1.84,55.8,2.4,8.97,0.06,1
191613,........,149.01707,0.76167,149.00749,0.76944,10241,302,9,329,2.85,0.13,12.4,2.95,151.2,2.3,10.19,0.05,1
193786,........,149.04958,15.70417,149.04958,15.70083,4740,179,9,198,1.78,0.07,14.1,2.11,70.2,2.3,9.31,0.05,1
193756,........,149.05251,0.32694,149.04083,0.32583,10622,89,41,110,0.89,0.08,6.9,3.05,156.7,2.4,9.71,0.06,1
191819,F637-7..,149.05708,15.60556,149.05417,15.60889,4574,135,4,159,1.59,0.07,14.3,2.13,67.9,2.3,9.24,0.06,1
5338,N3060...,149.07709,16.8325,149.07957,16.83083,3685,480,3,497,7.31,0.11,31.3,2.18,55.6,4.2,9.73,0.08,1
193841,........,149.11334,10.90611,149.1125,10.90555,5421,51,5,76,0.58,0.05,6.1,2.19,79.8,2.4,8.94,0.06,1
193823,........,149.14667,14.58861,149.13959,14.58417,7708,154,5,168,0.8,0.06,7.7,1.86,114.7,2.3,9.39,0.06,1
190751,N3062...,149.15459,1.43417,149.14874,1.42806,8226,393,6,403,1.92,0.15,7.0,3.1,122.4,2.2,9.83,0.06,1
718229,........,149.1675,17.57084,149.16333,17.57472,10705,337,7,352,1.61,0.1,8.8,2.23,157.4,2.4,9.97,0.05,1
5342,093-004.,149.17792,15.63417,149.17708,15.63694,4589,269,19,307,5.67,0.11,31.1,2.48,68.1,2.2,9.79,0.05,1
5343,093-005.,149.19041,16.80861,149.19,16.80889,3747,209,4,223,4.22,0.08,28.6,2.28,55.6,4.2,9.49,0.08,1
191398,........,149.22583,1.53556,149.22708,1.53278,7996,282,6,291,1.56,0.12,6.9,3.03,119.2,2.4,9.72,0.06,1
198435,........,149.23167,5.19972,149.22,5.20944,17512,354,13,387,1.56,0.12,7.1,2.59,255.0,2.2,10.38,0.06,1
715610,........,149.23459,3.37611,149.23375,3.38278,6349,234,15,271,2.35,0.1,12.4,2.76,95.6,2.3,9.7,0.05,1
5344,093-006.,149.26375,15.5775,149.26375,15.57806,4105,35,2,51,2.94,0.05,49.9,2.15,61.3,2.3,9.42,0.05,1
198436,........,149.27875,5.12306,149.27792,5.12917,5354,49,12,80,0.51,0.05,6.9,2.35,79.0,2.3,8.88,0.07,1
192432,........,149.29208,9.87667,149.29416,9.88028,5457,183,4,203,2.12,0.08,15.4,2.28,80.3,2.4,9.51,0.05,1
5347,036-008.,149.31667,4.52333,149.31874,4.52806,2153,211,3,228,6.24,0.09,39.7,2.41,39.3,7.3,9.36,0.17,1
191619,........,149.34084,1.91694,149.33499,1.91833,9589,222,3,237,2.28,0.11,12.0,2.85,141.9,2.1,10.03,0.05,1
190620,036-009.,149.33916,7.19806,149.33749,7.18861,6461,74,5,103,1.74,0.06,20.5,2.19,97.1,2.2,9.59,0.05,1
198437,........,149.34416,5.65833,149.34917,5.66111,2168,72,7,101,1.48,0.07,15.9,2.43,33.6,2.2,8.59,0.08,1
192654,........,149.36208,7.21889,149.37709,7.2175,6464,73,5,100,1.84,0.06,19.7,2.41,97.2,2.3,9.61,0.05,1
191622,........,149.41,0.00472,149.41624,0.0,10603,279,65,301,1.53,0.13,6.6,3.1,156.4,2.3,9.95,0.06,1
198438,........,149.42792,5.875,149.42542,5.87917,12581,179,6,187,1.05,0.08,7.2,2.42,184.6,2.3,9.93,0.06,1
192098,........,149.43083,10.12278,149.41959,10.12444,5365,49,12,88,0.38,0.03,6.8,1.75,79.0,2.3,8.75,0.06,1
191820,F637-5..,149.43625,15.89083,149.4325,15.89083,7729,144,10,168,0.91,0.07,6.6,2.55,115.0,2.2,9.45,0.06,1
190626,064-009.,149.44083,10.0225,149.44749,10.02722,6405,297,22,354,1.43,0.1,8.0,2.32,96.3,2.3,9.49,0.06,1
191407,093-007.,149.44708,15.12694,149.44875,15.12528,3641,299,5,317,1.55,0.08,10.8,1.86,54.8,2.3,9.04,0.06,1
192101,........,149.46124,10.97111,149.46416,10.97639,12294,216,66,228,1.03,0.08,6.9,2.25,180.4,2.3,9.9,0.06,1
192201,........,149.49126,11.39972,149.48209,11.39528,11377,121,12,142,0.7,0.07,6.1,2.31,167.3,2.3,9.66,0.06,1
191409,093-009.,149.49458,15.46833,149.49333,15.46722,7940,244,6,266,2.8,0.09,17.3,2.32,118.0,2.1,9.96,0.05,1
193824,D637-17.,149.53,13.77861,149.53,13.78028,7493,126,15,164,1.32,0.07,12.7,2.06,111.7,2.3,9.59,0.05,1
193826,........,149.5575,14.01139,149.55499,14.0025,11098,313,10,333,1.48,0.09,9.0,2.09,163.2,2.3,9.97,0.05,1
192445,........,149.56583,9.18944,149.55916,9.18528,9018,164,5,173,0.99,0.07,8.0,2.14,133.6,2.4,9.62,0.06,1
192104,........,149.5675,10.65806,149.56792,10.6525,6406,171,12,182,1.35,0.08,9.1,2.34,96.3,2.2,9.47,0.05,1
5352,I.581...,149.5704,15.94472,149.54832,15.94667,8098,341,5,355,2.07,0.1,10.9,2.3,120.3,2.2,9.85,0.05,1
192268,........,149.58083,12.61083,149.57124,12.61361,10719,173,7,191,1.03,0.08,7.8,2.22,157.8,2.3,9.78,0.06,1
192269,........,149.61624,12.99972,149.61874,13.00889,7605,127,13,167,1.35,0.06,13.1,2.04,113.3,2.3,9.61,0.05,1
191796,LSBC....,149.62291,1.69778,149.62083,1.69444,1815,115,4,131,6.0,0.07,46.7,2.67,28.3,2.3,9.05,0.08,1
193827,........,149.63374,13.52444,149.62958,13.52083,10640,230,7,242,0.91,0.08,6.1,2.19,156.7,2.3,9.72,0.06,1
190634,064-013.,149.65291,13.25694,149.65083,13.25528,3473,155,14,220,3.36,0.08,28.3,2.13,52.5,2.3,9.34,0.06,1
192971,........,149.65958,4.68139,149.66124,4.67278,10313,240,12,272,1.08,0.09,6.5,2.38,152.2,2.3,9.77,0.06,1
5357,........,149.67041,5.26667,149.67374,5.26417,4003,188,2,201,1.76,0.08,12.7,2.26,60.3,2.1,9.18,0.06,1
5358,064-014.,149.69456,11.39083,149.69624,11.38806,2913,203,2,222,6.61,0.09,33.7,2.61,44.5,2.3,9.49,0.06,1
193373,........,149.69791,2.35111,149.69499,2.34722,1727,109,3,119,1.82,0.07,14.7,2.64,27.1,2.2,8.5,0.09,1
191630,........,149.70708,0.83944,149.70708,0.83639,3800,223,4,234,1.8,0.1,10.1,2.66,57.6,2.4,9.15,0.06,1
191417,093-013.,149.71875,15.37944,149.72208,15.37972,4651,203,4,216,2.78,0.07,20.4,2.14,68.9,2.3,9.49,0.05,1
5360,N3075...,149.72874,14.41778,149.73459,14.41833,3584,269,3,296,16.34,0.1,93.9,2.37,54.0,2.4,10.05,0.06,1
192281,........,149.75,13.05139,149.74957,13.0525,10470,885,5,892,4.07,0.19,7.9,2.61,154.3,2.2,10.36,0.05,1
5362,I.582...,149.75168,17.81778,149.75084,17.81667,7646,241,3,259,3.46,0.09,20.8,2.39,113.8,2.2,10.02,0.05,1
190643,I.584...,149.77124,10.35806,149.77124,10.36111,5360,58,8,98,0.59,0.05,6.2,2.09,79.0,2.2,8.94,0.06,1
190317,064-016b,149.77792,13.04528,149.78625,13.05889,10804,458,4,470,3.51,0.12,14.4,2.37,159.0,2.2,10.32,0.05,1
192857,........,149.78543,5.93639,149.79126,5.94611,14550,335,7,348,1.35,0.12,6.4,2.58,212.7,2.2,10.16,0.06,1
739147,........,149.80125,16.47944,149.79916,16.47806,7916,433,136,458,1.41,0.1,7.7,1.9,117.7,2.3,9.66,0.06,1
718256,........,149.8125,17.74611,149.82126,17.74389,7397,159,13,177,1.14,0.07,8.8,2.29,110.2,2.3,9.51,0.05,1
5365,........,149.81459,3.31639,149.8175,3.31361,3875,125,5,142,1.52,0.07,13.4,2.26,58.6,2.2,9.09,0.06,1
198599,........,149.82208,17.48,149.82375,17.48167,10342,151,6,158,0.82,0.07,6.7,2.23,152.3,2.4,9.65,0.06,1
191421,093-018.,149.84792,15.91139,149.84418,15.91444,12761,284,47,358,1.58,0.13,7.0,3.0,186.9,2.3,10.11,0.06,1
739149,........,149.86209,16.85806,149.86542,16.86361,7835,49,7,63,0.48,0.04,6.6,2.28,116.5,2.5,9.19,0.06,1
193798,........,149.87001,16.01,149.86583,16.00778,4175,62,5,75,0.97,0.06,10.2,2.66,62.2,2.3,8.95,0.06,1
192212,........,149.90083,11.54639,149.92084,11.53306,10834,37,9,70,0.42,0.05,7.2,2.06,159.5,2.3,9.4,0.07,1
193828,........,149.90375,14.87778,149.90208,14.86722,12592,165,5,179,1.19,0.08,8.4,2.44,184.5,2.4,9.98,0.05,1
192283,........,149.91,13.36611,149.90791,13.36278,10640,203,5,222,1.41,0.08,10.7,2.07,156.7,2.4,9.91,0.05,1
5370,........,149.91125,0.53472,149.91542,0.54028,13450,399,16,442,3.1,0.18,10.0,3.47,197.1,2.1,10.45,0.05,1
190651,064-019.,149.92166,9.94389,149.92709,9.95167,16866,176,19,197,0.89,0.08,6.6,2.26,245.7,2.3,10.1,0.06,1
192452,........,149.97459,9.51556,149.98416,9.51306,5329,118,9,138,0.67,0.06,6.6,2.11,78.6,2.3,8.99,0.06,1
5372,N3080...,149.98625,13.04472,149.98293,13.04333,10631,157,2,171,2.15,0.06,20.1,1.91,156.6,2.3,10.09,0.05,1
5373,SEX.B...,149.99875,5.33111,150.0,5.33222,300,37,2,54,77.02,0.07,964.0,2.88,1.4,0.1,7.57,0.09,1
205097,........,150.00626,15.77083,150.01083,15.76861,2326,73,8,95,0.54,0.05,6.6,2.12,35.9,2.2,8.21,0.08,1
191633,........,150.00999,0.64667,149.99709,0.63806,9905,208,6,217,1.51,0.11,7.3,3.17,146.5,2.4,9.88,0.06,1
190656,064-026.,150.03168,13.55556,150.03082,13.55056,9639,350,6,373,2.89,0.11,15.3,2.25,142.4,2.2,10.14,0.05,1
207022,........,150.05042,9.64694,150.05042,9.64861,5411,191,4,203,1.33,0.07,10.1,2.13,79.7,2.2,9.3,0.05,1
190657,064-027.,150.08958,11.33639,150.08665,11.33583,12480,268,2,278,2.53,0.09,16.2,2.12,183.0,2.3,10.3,0.05,1
190658,064-028.,150.10625,12.865,150.10791,12.87083,7214,129,2,140,1.78,0.07,15.7,2.21,107.8,2.2,9.69,0.05,1
5376,036-014.,150.11375,3.37611,150.11292,3.37417,2052,372,2,393,13.85,0.11,67.9,2.36,32.4,4.3,9.54,0.12,1
5377,036-015.,150.13167,3.20389,150.13126,3.20528,2141,150,2,173,5.01,0.08,36.4,2.5,32.4,4.3,9.09,0.12,1
5378,036-016.,150.13126,4.41028,150.13292,4.40722,4159,260,5,286,5.14,0.1,30.0,2.37,60.3,11.6,9.64,0.17,1
205071,........,150.14458,12.02056,150.14125,12.02389,4203,117,9,146,1.04,0.07,10.1,2.11,62.8,2.2,8.99,0.06,1
204623,........,150.15334,1.24472,150.14667,1.2425,13823,194,5,212,2.43,0.12,11.9,3.27,202.4,2.1,10.37,0.05,1
190660,064-029.,150.16499,11.94667,150.16499,11.94667,7425,390,35,415,1.35,0.1,7.1,2.13,110.8,2.1,9.59,0.06,1
191426,093-019.,150.18292,15.28806,150.18042,15.28417,9385,274,5,293,2.92,0.09,17.5,2.25,138.7,2.3,10.12,0.05,1
205098,D637-6..,150.18333,15.59611,150.17584,15.60583,5949,170,8,185,1.4,0.07,11.6,2.07,89.6,2.4,9.42,0.05,1
191427,008-020.,150.19917,1.24278,150.2,1.23722,13828,202,6,224,2.79,0.11,14.5,3.03,202.5,2.2,10.43,0.05,1
205099,........,150.20209,15.50167,150.20416,15.50861,12800,250,12,292,1.1,0.09,6.8,2.31,187.5,2.3,9.96,0.06,1
205282,........,150.20625,13.74333,150.20917,13.73695,9814,422,55,452,1.37,0.11,6.8,2.14,144.9,2.1,9.83,0.06,1
191640,........,150.20749,1.33278,150.20999,1.33556,6421,97,20,132,0.71,0.07,6.1,2.63,96.7,2.3,9.19,0.06,1
739157,........,150.21208,17.41111,150.21251,17.40972,10565,208,14,255,3.22,0.09,21.7,2.3,155.5,2.2,10.26,0.05,1
190664,064-030.,150.23875,11.17917,150.23749,11.18222,10880,40,6,73,1.75,0.05,28.0,2.14,160.2,2.2,10.02,0.05,1
204222,........,150.24292,3.46972,150.24625,3.46444,1974,59,9,96,0.92,0.06,9.6,2.78,30.7,2.3,8.31,0.08,1
191428,036-019.,150.24333,3.13722,150.23834,3.14167,8770,474,33,496,2.42,0.14,8.8,2.6,130.2,2.1,9.99,0.05,1
739160,........,150.24916,17.39417,150.24916,17.4,10421,362,112,370,1.42,0.1,7.6,2.19,153.4,2.4,9.9,0.05,1
190666,064-031.,150.265,11.465,150.26375,11.46111,10893,225,8,257,3.17,0.09,20.5,2.3,160.4,2.3,10.28,0.05,1
5385,093-022.,150.26917,16.94028,150.27249,16.93833,7850,265,2,277,2.71,0.09,16.8,2.21,116.7,2.2,9.94,0.05,1
205100,........,150.27415,14.94667,150.27124,14.94778,4745,168,2,180,2.32,0.07,17.8,2.24,70.3,2.2,9.43,0.05,1
204224,........,150.27834,3.32611,150.26999,3.33111,3771,108,8,140,0.75,0.06,6.9,2.33,57.1,2.3,8.76,0.07,1
