AGCNr,Name,RAdeg_HI,DECdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,sigW,W20,HIflux,sigflux,SNR,RMS,Dist,sigDist,logMH,siglogMH,HIcode
171335,030-001.,113.09834,7.09611,113.09666,7.09722,9747,232,12,277,2.43,0.09,15.2,2.35,142.1,2.5,10.06,0.05,1
170772,087-006.,113.18833,16.89639,113.18542,16.89694,2407,66,8,85,0.81,0.09,6.1,3.64,36.1,2.3,8.39,0.09,1
174583,........,113.28542,7.99806,113.2825,7.99056,16877,213,59,239,1.56,0.07,12.0,1.98,244.0,2.2,10.34,0.05,1
3912,030-002.,113.5525,4.55,113.5525,4.54639,1239,154,5,192,15.27,0.08,109.0,2.52,19.3,2.3,9.13,0.11,1
174841,........,113.64166,17.37083,113.64666,17.36861,4920,247,4,258,1.4,0.08,9.5,2.1,71.6,2.4,9.23,0.06,1
174782,........,113.8175,2.73889,113.81709,2.73583,13344,139,6,157,1.15,0.08,8.4,2.6,193.7,2.3,10.01,0.05,1
171158,........,113.82083,12.43083,113.81084,12.4375,12051,199,5,209,1.63,0.11,8.3,3.12,175.0,2.2,10.07,0.05,1
174478,........,113.8325,12.06139,113.83958,12.07583,12105,210,36,221,0.96,0.08,7.3,2.01,175.8,2.3,9.84,0.06,1
174697,........,113.88542,6.43972,113.88625,6.44611,9755,133,7,138,0.66,0.06,6.2,2.06,142.3,2.2,9.5,0.06,1
170209,058-009.,113.90791,11.7025,113.93083,11.70944,4978,281,13,346,10.42,0.11,58.7,2.36,72.8,2.2,10.11,0.05,1
3925,N2416...,113.9175,11.60167,113.9225,11.61167,5129,185,12,218,4.87,0.12,21.8,3.67,56.2,11.8,9.56,0.19,1
174479,........,113.92167,16.13222,113.92292,16.12139,8997,178,5,200,1.39,0.08,10.0,2.31,131.3,2.3,9.75,0.05,1
174584,........,113.93709,11.27139,113.93208,11.265,12228,211,6,229,1.17,0.08,7.9,2.27,177.6,2.2,9.94,0.05,1
174735,........,113.97833,2.19889,113.97833,2.19278,6476,176,4,193,3.68,0.09,24.4,2.54,95.6,2.3,9.9,0.05,1
174480,........,114.00333,14.28472,113.99333,14.27944,8593,269,57,370,1.8,0.13,7.7,3.18,125.6,2.3,9.83,0.06,1
174481,........,114.00708,13.54667,114.00999,13.53806,4770,50,8,87,1.13,0.07,11.5,3.05,69.8,2.2,9.11,0.06,1
174585,........,114.03999,9.99556,114.04292,9.98639,356,21,6,35,0.54,0.04,9.2,2.7,7.9,0.8,6.9,0.1,1
171478,........,114.0675,12.87861,114.06791,12.87861,5140,199,3,213,2.19,0.07,16.5,2.1,75.0,2.2,9.46,0.05,1
170791,........,114.11584,17.28139,114.11541,17.27833,12879,252,11,290,1.97,0.09,12.7,2.18,186.7,2.3,10.21,0.05,1
174698,030-003.,114.1375,6.35722,114.1275,6.35389,13795,260,32,271,1.1,0.08,7.3,2.08,200.1,2.3,10.02,0.05,1
170793,030-004.,114.17042,4.165,114.16833,4.17028,2777,269,3,281,5.63,0.1,30.2,2.54,42.4,2.2,9.38,0.06,1
174660,........,114.18792,5.71472,114.18542,5.72278,12385,53,6,89,0.83,0.05,11.2,2.24,179.9,2.1,9.8,0.05,1
174783,........,114.19125,2.66778,114.18792,2.67,5101,227,4,243,2.24,0.09,13.7,2.42,75.0,2.2,9.47,0.05,1
170330,058-010.,114.2025,9.91722,114.2025,9.91917,8969,116,6,146,1.55,0.07,13.1,2.45,131.1,2.2,9.8,0.05,1
174482,........,114.21458,12.9225,114.21208,12.92306,14038,148,5,159,1.07,0.07,8.3,2.37,203.4,2.2,10.02,0.05,1
174483,........,114.22166,13.795,114.225,13.78222,5004,110,9,139,0.98,0.08,7.8,2.66,73.1,2.3,9.09,0.06,1
3936,058-011.,114.25333,13.59417,114.26167,13.60083,4719,349,13,361,1.98,0.14,7.3,3.23,69.1,2.2,9.35,0.06,1
174805,........,114.25875,17.12167,114.25708,17.12306,12516,180,7,209,3.32,0.08,23.9,2.31,181.6,2.3,10.41,0.05,1
174484,........,114.25917,12.06111,114.25417,12.06444,4979,202,6,228,1.02,0.07,7.7,2.07,72.9,2.3,9.11,0.06,1
174485,........,114.28625,12.21528,114.28709,12.20694,8317,220,6,243,2.38,0.13,10.7,3.36,121.7,2.3,9.92,0.05,1
174824,........,114.29042,17.32583,114.28917,17.33611,12766,127,54,143,1.05,0.07,8.2,2.54,185.1,2.3,9.93,0.05,1
3938,058-012.,114.29292,9.91139,114.28625,9.91111,8808,282,76,311,5.02,0.11,26.5,2.52,128.8,2.3,10.29,0.05,1
174825,........,114.30125,17.32917,114.30167,17.32528,12709,244,89,257,1.69,0.11,8.7,2.79,184.3,2.3,10.13,0.05,1
174486,058-013.,114.31709,12.06417,114.31792,12.06139,4871,87,7,117,1.52,0.06,16.3,2.22,71.4,2.3,9.26,0.05,1
174826,........,114.33375,17.25306,114.33708,17.24639,12675,107,24,118,0.86,0.07,7.5,2.47,183.8,2.3,9.84,0.06,1
3941,058-015.,114.34625,14.08056,114.345,14.07778,4767,233,2,248,6.44,0.09,41.3,2.28,60.3,11.6,9.74,0.17,1
170797,058-016.,114.37875,9.01444,114.37334,9.02583,9295,317,64,342,1.47,0.09,9.0,2.05,135.7,2.2,9.8,0.05,1
174491,........,114.39709,12.87861,114.38417,12.87167,13973,220,9,231,1.1,0.09,7.0,2.37,202.5,2.4,10.03,0.06,1
174492,........,114.42375,11.95917,114.42334,11.96028,8192,228,15,275,1.46,0.09,9.5,2.27,119.9,2.4,9.69,0.05,1
174493,........,114.45834,14.02611,114.47041,14.02111,4781,169,41,189,0.87,0.07,6.6,2.25,70.0,2.1,9.0,0.06,1
174784,2MF6043.,114.48333,2.8975,114.47792,2.90056,8972,321,7,340,2.81,0.11,13.3,2.64,131.2,2.3,10.06,0.05,1
174785,........,114.49125,2.34778,114.49333,2.345,5108,108,6,135,2.14,0.08,16.9,2.71,75.2,2.2,9.45,0.05,1
3946,030-006.,114.49876,3.31139,114.49834,3.31611,1194,79,4,112,15.38,0.09,136.2,2.82,18.7,2.4,9.1,0.12,1
174494,........,114.51125,15.98889,114.52,15.9875,5098,145,32,161,0.99,0.06,8.6,2.12,74.3,2.2,9.11,0.06,1
174586,........,114.54124,9.99056,114.53917,9.99417,5110,84,14,111,1.17,0.07,10.3,2.72,74.8,2.1,9.19,0.06,1
174661,........,114.58625,5.62306,114.59125,5.63194,1813,47,8,71,0.49,0.05,7.0,2.24,28.0,2.3,7.96,0.09,1
174786,2MF6050.,114.58958,3.15611,114.58708,3.14944,10488,390,59,404,4.66,0.26,9.8,5.39,152.9,2.2,10.41,0.05,1
174662,030-007.,114.59208,4.97611,114.59625,4.9775,12269,161,16,225,1.81,0.09,12.5,2.54,178.3,2.4,10.13,0.05,1
174663,........,114.64042,4.295,114.63667,4.30556,12440,156,9,194,0.96,0.08,6.9,2.48,180.8,2.2,9.87,0.06,1
174699,........,114.68208,7.41111,114.66833,7.40861,13762,302,11,320,1.14,0.1,6.2,2.36,199.6,2.3,10.03,0.06,1
174664,........,114.69083,4.87917,114.69041,4.87639,11604,327,3,341,3.01,0.11,16.0,2.32,168.8,2.3,10.31,0.05,1
174827,........,114.70041,16.80444,114.7,16.79833,13043,223,6,258,3.6,0.14,14.8,3.63,189.1,2.3,10.48,0.05,1
170331,058-018.,114.75875,13.62583,114.755,13.62389,9013,144,13,177,2.67,0.09,17.4,2.85,131.6,2.2,10.04,0.05,1
170809,058-019.,114.78125,9.11444,114.77666,9.11417,9214,413,6,440,4.48,0.11,21.6,2.24,134.6,2.2,10.28,0.05,1
174587,........,114.78292,10.64278,114.78917,10.64028,12480,315,7,344,2.05,0.11,10.5,2.45,181.2,2.3,10.2,0.05,1
174700,........,114.80125,6.52306,114.79958,6.5075,13400,192,5,214,1.65,0.09,10.4,2.55,194.5,2.2,10.17,0.05,1
174588,........,114.80875,9.02167,114.80376,9.0175,5026,72,19,119,0.81,0.06,9.4,2.24,73.7,2.3,9.02,0.06,1
3955,058-020.,114.85709,8.89778,114.85583,8.89833,5102,338,3,355,4.91,0.1,27.2,2.19,74.8,2.1,9.81,0.05,1
174495,........,114.9275,12.72722,114.91833,12.73111,13447,286,9,310,1.4,0.09,8.4,2.2,195.0,2.3,10.1,0.05,1
174496,........,114.96084,13.88889,114.95625,13.88861,4271,118,4,133,1.15,0.06,10.5,2.23,62.9,2.5,9.03,0.06,1
170419,087-026c,114.99834,17.24417,114.9975,17.23667,13069,214,12,248,1.76,0.09,10.7,2.5,189.5,2.2,10.17,0.05,1
171491,030-008.,115.02666,5.58083,115.02417,5.58194,3985,145,3,161,2.4,0.07,18.4,2.41,59.5,2.3,9.3,0.06,1
174772,........,115.09375,2.18222,115.09167,2.17972,10264,301,6,316,2.12,0.11,10.4,2.64,149.8,2.3,10.05,0.05,1
174497,........,115.11166,13.78056,115.11208,13.77417,4273,31,3,50,0.63,0.05,10.5,2.33,62.9,2.3,8.77,0.06,1
3962,058-024.,115.1325,13.86611,115.12333,13.87167,8719,541,5,562,7.63,0.13,26.8,2.35,127.5,2.3,10.47,0.05,1
171474,........,115.14666,12.4225,115.14208,12.42611,4905,205,8,220,1.45,0.1,7.9,2.88,71.8,2.3,9.25,0.06,1
174589,........,115.15458,9.12444,115.14916,9.11528,9140,215,31,230,0.93,0.08,6.5,2.17,133.6,2.3,9.59,0.06,1
174665,........,115.21999,5.43972,115.215,5.42944,12681,298,14,327,2.03,0.11,10.6,2.49,184.2,2.1,10.21,0.05,1
174590,........,115.22542,8.78667,115.23708,8.77667,9619,325,6,340,1.95,0.1,10.4,2.31,140.4,2.3,9.96,0.05,1
174498,........,115.24916,12.9725,115.25041,12.97444,16354,497,108,515,2.43,0.13,9.1,2.38,236.6,2.3,10.51,0.05,1
174591,........,115.25542,7.85556,115.25,7.85583,12592,129,9,156,0.85,0.07,7.0,2.36,182.9,2.3,9.83,0.06,1
174666,........,115.32709,3.97556,115.32709,3.98639,12073,215,8,242,2.59,0.11,14.0,2.82,175.6,2.3,10.27,0.05,1
174667,........,115.39667,4.61972,115.3975,4.61861,8524,96,6,107,0.7,0.06,7.4,2.16,124.9,2.2,9.41,0.06,1
174830,........,115.45584,17.27944,115.45292,17.28639,9263,161,5,171,1.07,0.07,8.2,2.3,135.2,2.3,9.66,0.05,1
3974,087-030.,115.47792,16.80194,115.47958,16.80305,271,65,2,84,50.08,0.11,358.7,3.82,8.0,0.8,8.88,0.1,1
171464,F774-3..,115.5175,2.97861,115.5225,2.97694,7408,140,2,153,1.96,0.08,14.0,2.63,109.0,2.3,9.74,0.05,1
170332,058-026.,115.51958,12.1575,115.51791,12.16389,13539,107,6,122,0.91,0.07,8.0,2.45,196.4,2.4,9.92,0.06,1
171054,030-010.,115.54499,6.12306,115.5425,6.12028,12115,181,24,205,1.21,0.07,9.2,2.17,176.2,2.2,9.95,0.05,1
174500,........,115.58292,12.11195,115.57375,12.11028,13355,381,48,391,3.16,0.15,11.8,3.06,193.8,2.2,10.45,0.05,1
174701,........,115.58791,6.76694,115.58958,6.75833,9165,66,4,88,1.02,0.05,12.6,2.21,134.0,2.3,9.64,0.05,1
174831,........,115.59708,17.505,115.59416,17.50639,16240,52,6,63,0.53,0.04,7.7,2.13,234.8,2.3,9.84,0.06,1
170218,058-027.,115.61166,11.25167,115.60792,11.24694,8783,269,4,293,5.51,0.1,30.2,2.48,128.5,2.5,10.33,0.05,1
174592,........,115.61916,8.90306,115.61333,8.90722,9102,20,5,38,0.47,0.04,10.3,2.12,133.1,2.4,9.29,0.06,1
174593,........,115.63208,10.32361,115.6325,10.32139,4834,52,15,92,0.58,0.05,7.8,2.27,71.0,2.3,8.84,0.06,1
171379,087-033.,115.63333,16.56528,115.63291,16.56111,278,37,4,61,3.43,0.06,42.7,2.88,8.0,0.8,7.71,0.1,1
170220,058-028.,115.65708,11.25972,115.66333,11.26167,8799,216,2,232,2.7,0.09,17.5,2.34,128.7,2.3,10.02,0.05,1
174594,........,115.67333,9.32139,115.67458,9.32222,9366,61,6,69,0.61,0.05,6.9,2.49,136.8,2.2,9.43,0.06,1
174736,........,115.71,3.53417,115.71125,3.53944,5706,203,2,217,3.65,0.08,24.6,2.32,83.3,2.5,9.78,0.05,1
174702,........,115.71333,6.95361,115.71207,6.96694,13045,173,14,207,1.03,0.08,7.7,2.28,189.5,2.2,9.94,0.06,1
174787,........,115.71791,1.98917,115.71375,1.98,8901,98,6,113,1.07,0.08,8.1,2.98,130.3,2.3,9.63,0.06,1
170834,030-012.,115.78709,3.95028,115.78667,3.95,932,91,5,131,3.66,0.07,33.7,2.53,14.6,2.3,8.26,0.14,1
174668,........,115.84167,4.54194,115.83749,4.54861,8584,112,38,130,1.01,0.07,8.8,2.41,125.8,2.3,9.58,0.06,1
174703,........,115.92042,7.23194,115.9125,7.24361,9973,172,58,226,0.93,0.08,6.9,2.29,145.6,2.3,9.67,0.06,1
174832,........,115.97709,17.72306,115.96875,17.72028,13614,302,54,310,1.82,0.09,10.5,2.22,197.3,2.3,10.22,0.05,1
170222,........,116.05376,9.09389,116.05083,9.10639,9935,254,9,269,1.23,0.09,7.4,2.33,145.0,2.2,9.78,0.06,1
174595,........,116.05709,8.225,116.05875,8.23417,5004,207,5,222,1.6,0.08,10.8,2.3,73.5,2.2,9.31,0.06,1
170841,058-031.,116.11375,9.95944,116.10959,9.95972,4876,191,43,227,1.34,0.09,8.4,2.57,71.6,2.5,9.21,0.06,1
174833,........,116.11959,17.73361,116.125,17.73028,8503,181,9,205,1.05,0.09,6.8,2.58,124.3,2.4,9.58,0.06,1
174669,........,116.15958,5.05833,116.15459,5.06167,5081,113,7,140,0.96,0.07,8.6,2.34,74.7,2.2,9.1,0.06,1
174670,........,116.17709,4.81278,116.17917,4.80417,8957,122,7,139,1.11,0.06,10.3,2.18,131.1,2.3,9.65,0.05,1
174788,........,116.22209,2.23333,116.22584,2.23278,6015,214,19,233,1.41,0.11,7.1,3.02,89.1,2.1,9.42,0.06,1
4005,030-013.,116.2975,7.935,116.29584,7.93306,5041,471,10,527,18.2,0.12,78.1,2.21,74.0,2.3,10.37,0.05,1
4006,058-032.,116.31167,11.06194,116.30875,11.06361,4897,236,17,302,3.66,0.09,23.9,2.23,71.9,2.2,9.65,0.05,1
174704,........,116.33958,6.50639,116.34333,6.5,8111,42,4,60,1.01,0.05,14.9,2.29,119.0,2.2,9.53,0.05,1
170226,030-014.,116.37208,7.93139,116.37791,7.93167,4932,269,14,329,3.42,0.09,22.8,2.04,72.5,2.4,9.63,0.05,1
171495,........,116.41334,8.15083,116.41334,8.14972,5798,113,8,138,0.97,0.06,9.6,2.11,85.9,2.5,9.23,0.06,1
174501,........,116.4375,15.73361,116.445,15.72861,15069,32,10,53,0.54,0.05,8.8,2.36,218.2,2.3,9.78,0.06,1
174596,........,116.43708,9.095,116.43042,9.09222,9743,288,6,308,2.04,0.1,11.2,2.39,142.3,2.4,9.99,0.05,1
4010,030-015.,116.43833,4.98139,116.43542,4.98139,2767,237,2,252,13.32,0.09,81.6,2.37,48.3,10.0,9.86,0.19,1
174597,........,116.52708,10.59611,116.51208,10.58944,8912,219,13,249,1.56,0.09,9.9,2.38,130.4,2.1,9.8,0.05,1
170333,058-033.,116.53833,10.66167,116.53791,10.65972,8953,337,74,416,2.74,0.11,14.1,2.36,131.0,2.5,10.04,0.05,1
174727,........,116.56958,6.9025,0.0,0.0,9976,102,6,121,0.66,0.05,6.8,2.13,145.7,2.1,9.52,0.06,1
174789,........,116.59374,1.97194,116.58583,1.95917,6332,157,6,163,1.03,0.08,6.8,2.71,93.7,2.3,9.33,0.06,1
174705,........,116.60291,7.76389,116.60874,7.75472,5003,129,8,141,0.82,0.06,7.3,2.22,73.5,2.3,9.02,0.06,1
170865,........,116.61833,1.96639,116.6175,1.95861,10314,357,5,366,2.62,0.13,11.5,2.69,150.6,2.3,10.15,0.05,1
174706,030-016.,116.63166,6.8575,116.63583,6.86444,9991,255,3,278,2.57,0.09,16.5,2.18,145.9,2.3,10.11,0.05,1
174671,........,116.69125,5.94583,116.68999,5.94167,5687,138,5,155,1.21,0.07,9.7,2.37,83.0,2.1,9.29,0.05,1
174707,........,116.69582,6.72472,116.70333,6.7225,9998,49,7,68,0.41,0.04,6.6,1.98,146.0,2.3,9.31,0.06,1
174598,........,116.70291,8.43167,116.71291,8.4275,4846,84,14,122,0.58,0.05,6.7,2.1,71.3,2.3,8.84,0.06,1
174599,........,116.71207,10.59778,116.70625,10.605,8974,50,8,67,0.64,0.05,8.9,2.25,131.3,2.4,9.41,0.06,1
4025,030-017.,116.73583,7.29222,116.73291,7.29583,5066,318,12,370,2.01,0.1,10.8,2.33,69.5,13.9,9.36,0.18,1
174773,........,116.75291,0.80333,116.75375,0.78611,10433,311,23,319,2.93,0.15,10.3,3.61,152.3,2.3,10.2,0.05,1
174708,........,116.75291,7.02,116.75084,7.02139,5714,153,4,170,1.56,0.07,12.9,2.17,83.3,2.3,9.41,0.05,1
170867,........,116.75792,16.50667,116.7575,16.505,4884,117,2,131,2.88,0.07,24.9,2.38,71.4,2.2,9.54,0.05,1
174672,........,116.75958,5.78667,116.75917,5.78944,2983,149,7,174,4.32,0.09,30.0,2.63,45.3,2.3,9.32,0.06,1
174673,........,116.76041,5.91222,116.755,5.90778,11747,396,9,432,2.89,0.12,13.5,2.41,171.0,2.3,10.3,0.05,1
716608,........,116.77917,17.23528,116.77583,17.235,12458,303,6,320,1.42,0.1,7.9,2.3,180.9,2.4,10.04,0.05,1
174709,........,116.78166,7.38639,116.77876,7.38639,4112,186,7,210,1.25,0.07,9.1,2.25,61.2,2.2,9.04,0.06,1
174600,........,116.78833,10.48111,116.78209,10.47639,9198,265,46,283,1.88,0.14,7.6,3.4,134.5,2.2,9.9,0.06,1
174502,........,116.83916,15.82083,116.845,15.81583,12269,126,10,153,0.94,0.06,8.7,2.15,178.2,2.5,9.85,0.05,1
174601,........,116.85125,8.83528,116.84708,8.83306,4945,173,3,187,2.29,0.08,17.0,2.29,72.7,2.1,9.45,0.05,1
171175,........,116.88166,0.71917,116.87708,0.71694,10361,283,36,294,1.77,0.12,8.4,2.82,151.3,2.3,9.98,0.05,1
174503,........,116.89,12.6725,116.90791,12.67,3316,109,13,153,1.17,0.06,11.7,2.14,49.6,2.4,8.83,0.06,1
174774,........,116.91542,1.73167,116.91084,1.72528,3774,114,10,135,1.47,0.08,11.1,2.76,56.9,2.2,9.05,0.06,1
174804,........,116.93375,3.62083,0.0,0.0,10761,236,9,267,1.77,0.1,9.8,2.62,157.0,2.3,10.01,0.05,1
170875,030-018.,116.94541,6.79806,116.94041,6.79944,5056,295,3,310,5.56,0.09,32.4,2.23,74.3,2.3,9.86,0.05,1
174504,........,116.94792,12.18556,116.94708,12.18667,9688,349,3,360,2.96,0.14,11.5,3.08,141.5,2.5,10.14,0.05,1
174505,........,117.00584,15.41945,116.995,15.42139,11923,207,7,228,1.02,0.08,7.2,2.21,173.3,2.3,9.86,0.06,1
174775,........,117.03458,2.03472,117.03209,2.03,3366,53,12,90,0.74,0.06,7.9,2.84,51.1,2.3,8.66,0.07,1
171486,........,117.07167,15.46278,117.06084,15.45667,11759,175,50,206,1.55,0.07,12.6,2.08,171.0,2.3,10.03,0.05,1
174602,058-036.,117.07709,10.80611,117.07208,10.80361,5833,194,9,225,2.07,0.08,14.4,2.29,86.4,2.3,9.56,0.05,1
171465,F774-2..,117.07542,4.09611,117.07875,4.10028,5559,105,7,136,1.58,0.07,13.7,2.49,81.3,2.3,9.39,0.05,1
174603,........,117.12667,8.595,117.12292,8.59778,9429,140,6,175,1.83,0.08,14.7,2.34,137.9,2.4,9.91,0.05,1
174506,........,117.13792,14.61667,117.13042,14.61361,14169,168,15,191,1.03,0.07,8.2,2.16,205.4,2.3,10.01,0.05,1
174674,........,117.16959,4.72722,117.17084,4.71722,17468,46,11,80,0.66,0.05,9.1,2.35,252.8,2.3,10.0,0.06,1
174752,........,117.18001,1.63056,117.175,1.62944,4440,182,5,197,3.14,0.09,19.3,2.7,66.1,2.2,9.51,0.05,1
174776,........,117.19041,1.76917,117.20042,1.77722,10327,36,7,52,0.59,0.05,7.2,2.97,150.8,2.3,9.5,0.06,1
170888,030-019.,117.215,6.22639,117.21375,6.22833,5719,88,6,114,1.35,0.06,14.0,2.29,83.5,2.2,9.35,0.05,1
170886,087-041.,117.22667,17.35611,117.21667,17.35611,11856,349,28,435,3.55,0.1,19.8,2.14,172.3,2.2,10.4,0.05,1
172549,........,117.26917,16.25056,117.27917,16.25194,9447,165,28,215,0.99,0.09,6.7,2.58,137.9,2.3,9.65,0.06,1
174710,........,117.30042,6.22167,117.29625,6.22056,9091,104,12,140,1.4,0.07,13.3,2.29,133.1,2.1,9.77,0.05,1
174507,........,117.30917,12.76417,117.30583,12.76417,4291,118,16,161,0.82,0.06,8.2,2.06,63.4,2.1,8.89,0.06,1
174675,........,117.31291,5.1675,117.3125,5.15639,17084,260,65,270,1.27,0.11,6.5,2.71,247.3,2.3,10.26,0.06,1
174676,........,117.33916,4.63694,117.34541,4.63194,17173,228,7,257,1.26,0.1,7.5,2.48,248.6,2.4,10.26,0.06,1
174711,........,117.34208,6.69556,117.34541,6.69194,10008,238,5,259,1.81,0.1,11.0,2.38,146.2,2.1,9.96,0.05,1
171503,........,117.34834,15.94278,117.34917,15.9575,12186,197,7,209,0.92,0.08,6.8,2.15,177.1,2.4,9.83,0.06,1
174712,........,117.37333,7.43972,117.36874,7.4375,4915,220,7,239,1.79,0.09,11.9,2.26,72.4,2.2,9.34,0.06,1
174508,........,117.41624,16.035,117.40334,16.03472,12246,307,7,315,1.24,0.1,7.0,2.24,177.9,2.2,9.97,0.06,1
171466,F774-1..,117.41917,6.61111,117.41917,6.61056,4951,158,2,173,2.58,0.08,19.0,2.41,72.9,2.5,9.51,0.05,1
174604,west....,117.51292,11.42139,117.51041,11.42361,9759,134,8,152,1.39,0.07,11.0,2.43,142.5,2.3,9.82,0.05,1
174509,........,117.51708,14.24028,117.51833,14.24056,4673,135,8,157,0.86,0.08,6.5,2.55,68.6,2.3,8.98,0.07,1
172601,........,117.52417,16.36639,117.51708,16.3625,4896,135,7,161,1.21,0.07,10.3,2.25,71.6,2.3,9.16,0.06,1
174713,........,117.52709,6.80917,117.52375,6.80694,10089,244,4,262,1.64,0.08,11.2,2.09,147.4,2.3,9.92,0.05,1
174510,........,117.55708,12.0825,117.54917,12.09139,17457,378,100,385,1.7,0.12,8.0,2.44,252.5,2.3,10.41,0.05,1
174605,........,117.59,7.79556,117.59042,7.79444,351,24,2,38,0.66,0.04,13.1,2.19,10.9,1.1,7.27,0.1,1
174606,........,117.59583,11.79445,117.59209,11.805,4692,127,4,140,1.5,0.07,12.7,2.32,69.0,2.3,9.23,0.06,1
174511,........,117.60042,12.02472,117.59792,12.02528,8818,244,31,278,1.39,0.09,8.5,2.34,129.1,2.0,9.74,0.05,1
174512,........,117.63042,11.97389,117.63,11.97361,11778,331,7,345,1.54,0.1,9.0,2.1,171.4,2.3,10.03,0.05,1
170334,058-038.,117.63458,10.31639,117.63458,10.31389,9381,248,7,261,1.36,0.09,8.1,2.38,137.2,2.3,9.78,0.05,1
171479,........,117.67583,14.79139,117.675,14.78806,5406,176,6,194,1.64,0.07,12.6,2.19,78.8,2.3,9.38,0.05,1
174607,058-039.,117.67875,11.09361,117.67709,11.09222,11596,306,9,344,1.74,0.1,10.4,2.13,168.8,2.1,10.07,0.05,1
174677,........,117.71626,4.29639,117.70959,4.28667,5395,102,13,141,0.94,0.07,9.2,2.27,79.1,2.3,9.14,0.06,1
172624,........,117.75833,16.37861,117.75584,16.38694,13954,145,16,153,1.08,0.08,7.7,2.61,202.4,2.2,10.02,0.05,1
4058,........,117.76875,17.96861,117.76541,17.96222,8492,174,3,188,3.46,0.08,25.7,2.28,124.3,2.2,10.1,0.05,1
174513,........,117.80042,14.19111,117.79375,14.1925,8808,119,5,149,0.99,0.07,7.5,2.72,128.9,2.3,9.59,0.06,1
171492,........,117.81667,5.23611,117.8125,5.23972,5265,239,11,276,2.23,0.09,14.6,2.21,77.3,2.3,9.5,0.05,1
170336,058-045.,117.83792,10.51111,117.8475,10.51083,9821,257,14,269,2.47,0.14,9.3,3.68,143.5,2.2,10.08,0.05,1
170907,058-042.,117.83916,10.16222,117.83541,10.16167,8887,252,5,266,2.3,0.13,9.6,3.36,130.1,2.3,9.96,0.05,1
170909,........,117.84292,10.97111,117.8475,10.96889,8926,118,9,154,0.84,0.06,8.5,2.04,130.7,2.2,9.53,0.06,1
174790,002-017.,117.84416,2.32944,117.83541,2.32028,6440,437,5,457,3.62,0.12,15.3,2.43,95.3,2.5,9.89,0.05,1
174477,........,117.84917,5.13889,117.84292,5.13444,5228,221,10,252,1.5,0.08,10.3,2.19,76.8,2.2,9.32,0.06,1
4060,058-047.,117.85917,14.02222,117.85875,14.02056,4674,405,10,442,5.6,0.12,25.7,2.41,65.8,12.9,9.76,0.18,1
174608,........,117.87917,10.31167,117.86958,10.30444,9208,82,12,121,1.0,0.07,9.8,2.5,134.7,2.3,9.63,0.06,1
174609,........,117.88625,8.37306,117.88333,8.37861,9793,306,9,324,1.59,0.09,9.1,2.22,143.1,2.3,9.88,0.05,1
172651,........,117.89083,16.63361,117.89417,16.62139,6571,261,6,277,2.37,0.09,14.2,2.31,96.9,2.3,9.72,0.05,1
170337,058-051.,117.92208,11.16583,117.92167,11.16806,8950,223,22,261,1.61,0.09,10.1,2.39,131.0,2.3,9.81,0.05,1
170913,058-049a,117.9275,9.77778,117.9275,9.77833,9624,226,8,236,1.27,0.12,6.0,3.16,140.7,2.4,9.77,0.06,1
174610,........,117.93667,9.03361,117.93749,9.03639,9839,95,13,126,0.7,0.06,6.9,2.32,143.8,2.3,9.53,0.06,1
172654,........,117.94292,17.20444,117.93417,17.21,8614,224,51,277,2.15,0.1,14.6,2.21,126.1,2.3,9.91,0.05,1
170914,030-021.,117.94583,4.50833,117.93792,4.50667,17558,248,6,266,1.29,0.1,7.4,2.49,254.1,2.2,10.29,0.06,1
172662,........,117.97791,16.75278,117.99208,16.74917,13925,346,49,387,1.46,0.11,7.2,2.43,202.0,2.3,10.15,0.06,1
174678,........,117.9775,5.47028,117.98333,5.47694,4927,53,6,86,0.71,0.05,10.7,2.02,72.7,2.2,8.95,0.06,1
171514,........,117.99541,15.75972,118.00208,15.75833,15037,244,5,261,1.3,0.1,7.4,2.52,217.9,2.3,10.16,0.06,1
174791,........,118.00584,2.86778,118.005,2.86111,5420,64,8,100,0.9,0.06,9.8,2.53,79.5,2.4,9.13,0.06,1
170920,058-053.,118.02792,11.14278,118.03042,11.13944,9318,238,7,267,1.55,0.09,10.0,2.25,136.3,2.1,9.83,0.05,1
172671,........,118.04166,17.93028,118.03458,17.93028,6664,181,4,193,1.17,0.07,9.2,2.12,98.2,2.2,9.42,0.05,1
174611,........,118.05083,10.32056,118.05125,10.3175,9287,128,15,165,0.82,0.06,7.3,2.19,135.9,2.3,9.55,0.06,1
174714,........,118.05251,7.17028,118.0475,7.17194,11521,107,11,144,1.68,0.06,17.1,2.11,167.8,2.4,10.05,0.05,1
174612,........,118.06375,9.68611,118.07083,9.70111,9248,221,5,240,2.22,0.12,9.9,3.37,135.3,2.2,9.98,0.05,1
174779,........,118.08125,1.57944,0.0,0.0,3462,73,25,95,0.79,0.07,7.2,2.86,52.5,2.3,8.71,0.07,1
174777,........,118.10959,1.65306,118.10375,1.64889,3447,83,7,123,1.86,0.08,16.5,2.75,52.3,2.2,9.08,0.06,1
174679,........,118.12,5.44083,118.12334,5.44889,9002,75,25,171,0.97,0.08,11.1,2.24,131.9,2.3,9.6,0.06,1
